appliance,mae_w,mse,rmse,nde,sae,teca,mr,f1,accuracy,balanced_accuracy,precision,recall
kettle,11.32982063293457,15323.0810546875,123.78643035888672,0.3683760166168213,0.3211352229118347,0.6824748516082764,0.5703582763671875,0.8260869565217391,0.9974683544303797,0.8953550170068028,0.8636363636363636,0.7916666666666666
fridge,20.476552963256836,1447.6365966796875,38.047821044921875,0.3390818238258362,0.2960452139377594,0.7554262280464172,0.648751437664032,0.8230426479949077,0.8240506329113924,0.8337616572240718,0.7439585730724971,0.9209401709401709
washing_machine,12.874512672424316,6675.22509765625,81.7020492553711,0.13094466924667358,0.17614758014678955,0.81297367811203,0.6596280336380005,0.972093023255814,0.9962025316455696,0.9892530161172897,0.9631336405529954,0.9812206572769953
dishwasher,3.263705253601074,762.8090209960938,27.61899757385254,0.024379082024097443,0.1242712065577507,0.8952431678771973,0.7990509867668152,0.8170731707317075,0.990506329113924,0.9109820007297543,0.8072289156626506,0.8271604938271605
microwave,12.56484603881836,12067.5009765625,109.85218048095703,0.5009744763374329,0.255472868680954,0.5925779342651367,0.4692116975784302,0.6285714285714286,0.9917721518987341,0.8411924552429668,0.5789473684210527,0.6875
mean,12.101887512207032,7255.250549316406,76.20149574279785,0.2727512136101723,0.23461441844701766,0.7477391719818115,0.629400086402893,0.8133734454151196,0.96,0.8941088292641771,0.7913809722691119,0.8416975977421988
